link,image,datetime,time,day,title,description,level,category,category2
https://io.google/2022/program/4c5e04a5-d63d-445e-aabe-2b5242851038/,https://io.google/2022/data/phase3/4c5e04a5-d63d-445e-aabe-2b5242851038.webp,"Day 1, following keynotes",Following keynotes,Day 1,Digitize your passes with the Google Pay API for Passes,In this workshop you'll get a walk through of a step-by-step integration with the Google Pay API for Passes.,Intermediate,Payments,+ 2 more
https://io.google/2022/program/3d49f700-4e86-4a50-9f8a-1a2742bc4c22/,https://io.google/2022/data/phase3/3d49f700-4e86-4a50-9f8a-1a2742bc4c22.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,A deep dive into optimizing LCP,"LCP is a complex metric, but if you break down into smaller parts, it becomes much easier to understand and optimize.",Advanced,Web,
https://io.google/2022/program/e3bb37a4-2723-4d72-a5b3-1a23abb94ac0/,https://io.google/2022/data/phase3/e3bb37a4-2723-4d72-a5b3-1a23abb94ac0.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,A path to a world without passwords,Learn your options towards a world without passwords.,Advanced,Web,
https://io.google/2022/program/b96f4352-63ae-4a12-b7fc-03d31ed68e10/,https://io.google/2022/data/phase3/b96f4352-63ae-4a12-b7fc-03d31ed68e10.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Adding machine learning to your developer toolbox,"Mobile, Web and Backend Developers: Add ML and AI to your toolbox with TensorFlow",Beginner,Cloud,+ 4 more
https://io.google/2022/program/95ba2f94-1814-4a94-a4bb-90334beeb282/,https://io.google/2022/data/phase3/95ba2f94-1814-4a94-a4bb-90334beeb282.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Africa’s booming developer ecosystem,"Learn how developers in Africa have grown locally and globally, with new data, growth trends, case studies, and more.",Beginner,Growth,+ 2 more
https://io.google/2022/program/8f7765f2-2357-4829-8c87-e54d81e999a0/,https://io.google/2022/data/phase3/8f7765f2-2357-4829-8c87-e54d81e999a0.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,An introduction to MLOps with TFX,"Learn why MLOps is important for any product, and how TFX helps make it real",Intermediate,Cloud,
https://io.google/2022/program/f3f034f8-38c7-4758-8626-f995addeeb3c/,https://io.google/2022/data/phase3/f3f034f8-38c7-4758-8626-f995addeeb3c.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Analytics and tools for Google Home projects,Set of tools and best practices to step up your Smart Home integration quality,Intermediate,Smart Home,
https://io.google/2022/program/c4be021c-53ec-493e-a3c1-7db7a168317e/,https://io.google/2022/data/phase3/c4be021c-53ec-493e-a3c1-7db7a168317e.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Android solutions for seamless sign-in across devices,"Learn about Android solutions that enable seamless, secure login experiences so users can enjoy your app across devices.",Intermediate,Android,
https://io.google/2022/program/4d2987b9-4a84-4e4f-8203-93867d925737/,https://io.google/2022/data/phase3/4d2987b9-4a84-4e4f-8203-93867d925737.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,App quality on Google Play: New features and developer success stories,"Learn about new tools in Play Console that help increase technical quality, developer productivity, and ROI.",Intermediate,Google Play,
https://io.google/2022/program/3ba97157-38c3-4ad3-88bb-5236eb655727/,https://io.google/2022/data/phase3/3ba97157-38c3-4ad3-88bb-5236eb655727.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Asynchronous operations in your UI using Workflows and Firestore,Combine Workflows and Firestore for reliably running and tracking your asynchronous and long-running operations.,Intermediate,Cloud,
https://io.google/2022/program/7c1b4d23-3a1c-4c8c-8e5e-4386598bb874/,https://io.google/2022/data/phase3/7c1b4d23-3a1c-4c8c-8e5e-4386598bb874.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,"Auto alerts for Firebase users with Functions, Logging, and BigQuery","Firebase users can leverage Cloud Logging, Cloud Functions, and BigQuery to create automated alerts for elevated erro...",Intermediate,Firebase,
https://io.google/2022/program/5c6a8dbb-7ac2-4c31-a707-0a16e8424970/,https://io.google/2022/data/phase3/5c6a8dbb-7ac2-4c31-a707-0a16e8424970.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Back to the basics of System Back,Discover how the future of Android will help you create predictive back navigation along with satisfying animations.,Intermediate,Android,
https://io.google/2022/program/6c749c36-e85f-470f-a981-49b1ddbe9d20/,https://io.google/2022/data/phase3/6c749c36-e85f-470f-a981-49b1ddbe9d20.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Bridging the gap: Making it easier to build for the web,Learn about how browsers are working together to make it easier to develop for the web.,Intermediate,Web,
https://io.google/2022/program/b235121c-8e48-4cfb-89a6-1481c220fce1/,https://io.google/2022/data/phase3/b235121c-8e48-4cfb-89a6-1481c220fce1.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Bringing Adobe's Creative Cloud to the web: Starting with Photoshop,"Steps the Adobe and the Chrome teams took to bring Creative Cloud to the Web, starting with Photoshop and Illustrator.",Advanced,Web,
https://io.google/2022/program/81ed353d-20e4-4e9a-9b4d-d65b103cfc71/,https://io.google/2022/data/phase3/81ed353d-20e4-4e9a-9b4d-d65b103cfc71.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Bringing page transitions to the web,"Introducing a new API to create transitions between page states, building on CSS and web animations",Advanced,Web,
https://io.google/2022/program/0975b483-80b4-48b6-8154-d9e0400fdac3/,https://io.google/2022/data/phase3/0975b483-80b4-48b6-8154-d9e0400fdac3.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,"Build production-ready apps with Extensions, Functions, and GCP","Combine Extensions, Cloud Functions for Firebase, and Google Cloud Platform to create sophisticated production-ready apps.",Intermediate,Firebase,
https://io.google/2022/program/4cfc0eea-84e4-4005-aaa8-7951f46ab09e/,https://io.google/2022/data/phase3/4cfc0eea-84e4-4005-aaa8-7951f46ab09e.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Building for everyone: The importance of representative data,Learn how developers are using crowdsourcing tools like Task Mate (beta) to address data quality and representation bias,Beginner,Growth,+ 4 more
https://io.google/2022/program/920ad991-4f14-4010-9eda-7266fecb73d7/,https://io.google/2022/data/phase3/920ad991-4f14-4010-9eda-7266fecb73d7.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Building smart home apps with the Google Home mobile SDK,"The Google Home mobile SDK lets you build Android Matter apps with great setup, device sharing, and control experiences.",Intermediate,Smart Home,
https://io.google/2022/program/e0fff0e5-2554-4ca7-84ea-d62f9c3e2a4a/,https://io.google/2022/data/phase3/e0fff0e5-2554-4ca7-84ea-d62f9c3e2a4a.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Building the Privacy Sandbox,Join the Privacy Sandbox team as they answer popular questions that span across the Chrome and Android initiatives.,Intermediate,Android,+ 3 more
https://io.google/2022/program/8548d99b-081f-4d60-94fd-541ad9d8564e/,https://io.google/2022/data/phase3/8548d99b-081f-4d60-94fd-541ad9d8564e.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,"Building, testing, and deploying smart home devices for Google Home",Build Matter devices easily and with high quality with the Google Home SDK and tools to integrate with Google.,Intermediate,Smart Home,
https://io.google/2022/program/089c863e-b885-4f86-a20a-79a1f8702fd5/,https://io.google/2022/data/phase3/089c863e-b885-4f86-a20a-79a1f8702fd5.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Car talk: Assistant and Android for cars,Take a closer look at how to add voice functionality to Android Auto apps.,Intermediate,Android,
https://io.google/2022/program/213421b6-9873-464f-9b36-38eeb232a854/,https://io.google/2022/data/phase3/213421b6-9873-464f-9b36-38eeb232a854.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Common performance gotchas in Jetpack Compose,"Jetpack Compose can feel like magic, but what do you do when the magic isn’t as performant as you want?",Intermediate,Android,
https://io.google/2022/program/58bd4677-803b-4d3a-b322-d5b6c7759aee/,https://io.google/2022/data/phase3/58bd4677-803b-4d3a-b322-d5b6c7759aee.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Conversational AI for business messaging,Create messaging experiences for consumers on Google Search and Maps using Google's Business Messages.,Intermediate,Search,+ 2 more
https://io.google/2022/program/7cb6e1ad-504b-42d8-9ab6-105c48a65b80/,https://io.google/2022/data/phase3/7cb6e1ad-504b-42d8-9ab6-105c48a65b80.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Core Web Vitals in the real world,Learn about how websites around the world are improving their experience with a focus on Core Web Vitals.,Intermediate,Web,
https://io.google/2022/program/06aeeb23-3f65-4a7b-9947-c80aa35a6c07/,https://io.google/2022/data/phase3/06aeeb23-3f65-4a7b-9947-c80aa35a6c07.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Create expressive and readable typography with variable fonts,"Learn how variable font technology can be used for typography and now for icons, with our launch of Material Symbols.",Beginner,Design,
https://io.google/2022/program/7f0f4d16-b260-414d-9f2d-bd2e18ea469b/,https://io.google/2022/data/phase3/7f0f4d16-b260-414d-9f2d-bd2e18ea469b.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,"Creating beautiful, power-efficient apps for Wear OS","Discover modern, power-efficient Wear OS development with Compose for Wear OS (Beta) and Health Services.",Intermediate,Android,
https://io.google/2022/program/84bda4d4-bdd9-418f-aa85-f6adbc9f50d8/,https://io.google/2022/data/phase3/84bda4d4-bdd9-418f-aa85-f6adbc9f50d8.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Debugging accessibility with Chrome DevTools,Learn how new features in Chrome DevTools help you understand how accessibility works (or doesn't work!) in a web app.,Beginner,A11y,
https://io.google/2022/program/47842a1a-513c-4aa2-b785-5e071a1b6d4e/,https://io.google/2022/data/phase3/47842a1a-513c-4aa2-b785-5e071a1b6d4e.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Deploy a custom ML model to mobile,"Learn how to author, optimize, and deploy a custom TensorFlow Lite model in your Android and iOS apps.",Intermediate,Android,
https://io.google/2022/program/222bf914-24e3-4478-be37-9d8162d6460e/,https://io.google/2022/data/phase3/222bf914-24e3-4478-be37-9d8162d6460e.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Designing apps for large screens,"Learn about key optimizations for adapting apps to large screen devices, such as tablets and foldables.",Beginner,Design,+ 2 more
https://io.google/2022/program/6213f6fd-c940-4e80-b011-beec59d610f8/,https://io.google/2022/data/phase3/6213f6fd-c940-4e80-b011-beec59d610f8.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,DevTools: State of the Union 2022,See a demo tour of new DevTools features that will allow web developers to get site performance insights and more.,Beginner,Web,
https://io.google/2022/program/369473b2-e162-4b7a-b57d-b47676384d27/,https://io.google/2022/data/phase3/369473b2-e162-4b7a-b57d-b47676384d27.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Develop for Google Cloud Platform faster with Cloud Code,"Learn how the Cloud Code IDE extensions can help you write, test, and deploy your app to Google Cloud Platform faster.",Beginner,Cloud,
https://io.google/2022/program/a8c32882-0e17-4b10-a186-a236fb68d6f2/,https://io.google/2022/data/phase3/a8c32882-0e17-4b10-a186-a236fb68d6f2.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Developing for 50 million Chromebooks in the classroom,Learn about the exciting recent growth of computing in schools and how to build for Chromebooks in the classroom.,Beginner,Chrome OS,
https://io.google/2022/program/b1812a3f-fa67-423e-85fa-4edb0bf54d30/,https://io.google/2022/data/phase3/b1812a3f-fa67-423e-85fa-4edb0bf54d30.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Developing privacy user-centric apps,This session will provide developers best practices on building apps that respect user’s privacy.,Intermediate,Android,
https://io.google/2022/program/149d8583-1a73-4b3c-85be-500468c71bcd/,https://io.google/2022/data/phase3/149d8583-1a73-4b3c-85be-500468c71bcd.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Diving into Flutter desktop,Learn how to nail the details when building Flutter applications for desktop platforms.,Intermediate,Flutter,
https://io.google/2022/program/8fb6178c-bd1e-482a-b17c-17cbefa41c1e/,https://io.google/2022/data/phase3/8fb6178c-bd1e-482a-b17c-17cbefa41c1e.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Easier data preprocessing with Keras,"Join us for a dive into what's new with Keras, the human-friendly ML library.",Beginner,Open Source,
https://io.google/2022/program/72eb0324-dc4f-48b3-8916-9f6f45550e20/,https://io.google/2022/data/phase3/72eb0324-dc4f-48b3-8916-9f6f45550e20.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Expand your game with Chrome OS,"Learn about gaming on Chrome OS and how to bring your Android, Steam, and PC games to the platform.",Intermediate,Gaming,
https://io.google/2022/program/a08b37d3-5b5b-4fd4-8c9b-12311e29ca6b/,https://io.google/2022/data/phase3/a08b37d3-5b5b-4fd4-8c9b-12311e29ca6b.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Extending Google Workspace with AppSheet’s no-code platform and Apps Script,Learn how to configure the new Apps Script Connector in your AppSheet apps.,Intermediate,Cloud,
https://io.google/2022/program/5b1811d3-3bcb-4d30-b2a1-a098225029a7/,https://io.google/2022/data/phase3/5b1811d3-3bcb-4d30-b2a1-a098225029a7.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,"Flutter Concurrency: When, why, and how to multithread in Flutter","Learn about Dart's event loop and isolates, then see how using them can bust jank and improve performance in Flutter.",Advanced,Flutter,
https://io.google/2022/program/c9085b18-4e8e-4183-b303-1d1716b0c070/,https://io.google/2022/data/phase3/c9085b18-4e8e-4183-b303-1d1716b0c070.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Fragments: The good (non-deprecated) parts,"Learn about the changes in Fragments including new APIs, the use cases they serve, and the APIs they are replacing.",Intermediate,Android,
https://io.google/2022/program/9a759b60-9a9b-4744-bd22-6e21a4a864cd/,https://io.google/2022/data/phase3/9a759b60-9a9b-4744-bd22-6e21a4a864cd.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Fraudfinder: A comprehensive solution for real data science problems,Get a practical overview of Vertex AI capabilities by building a fraud detection system app.,Intermediate,Cloud,
https://io.google/2022/program/e9707f5d-dcce-488c-a582-99e8072d6e55/,https://io.google/2022/data/phase3/e9707f5d-dcce-488c-a582-99e8072d6e55.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,From colab to Cloud in five steps,Learn how to become a Google Cloud machine learning developer in five steps.,Intermediate,Cloud,
https://io.google/2022/program/53308e9f-5bc2-4caf-ac12-e29afee80d9e/,https://io.google/2022/data/phase3/53308e9f-5bc2-4caf-ac12-e29afee80d9e.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,From testing to production: How to ship stable features with Firebase,"Use Firebase Remote Config, App Distribution, and Crashlytics to ship stable features and keep your customers satisfied.",Beginner,Firebase,
https://io.google/2022/program/8bff5858-9391-457b-be9c-81f47f5ef40b/,https://io.google/2022/data/phase3/8bff5858-9391-457b-be9c-81f47f5ef40b.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Further on the edge with Coral Dev Board Micro,Hear the latest updates from Google Coral for developing AI/ML solutions at the edge.,Beginner,,
https://io.google/2022/program/8a683847-f670-4b03-852a-b7e544600bcd/,https://io.google/2022/data/phase3/8a683847-f670-4b03-852a-b7e544600bcd.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Getting started with accessibility and product inclusion,"Learn the basics of accessibility, product inclusion, and how to integrate both into your product development process.",Beginner,A11y,
https://io.google/2022/program/12cb5274-2781-4f3e-95b8-e21eaed2aa67/,https://io.google/2022/data/phase3/12cb5274-2781-4f3e-95b8-e21eaed2aa67.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Google Assistant functionality across Android devices,Assistant has integration paths on many Android devices. Learn how you can add voice features to your app.,Beginner,Android,
https://io.google/2022/program/cae72ae9-2516-4e89-b1a2-852f8e653046/,https://io.google/2022/data/phase3/cae72ae9-2516-4e89-b1a2-852f8e653046.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Health Connect by Android,"Find out about Health Connect, a new set of APIs designed to help you reach more Android users with less work.",Intermediate,Android,
https://io.google/2022/program/23a82db5-cbd2-45f0-bc9e-2aa1cec254c5/,https://io.google/2022/data/phase3/23a82db5-cbd2-45f0-bc9e-2aa1cec254c5.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,How Google Assistant’s architecture powers voice features in your apps,Get a technical deep dive on Assistant’s architecture and how you add voice to your apps with a few lines of code.,Intermediate,Android,
https://io.google/2022/program/1351e983-465f-4b32-99e0-de0647240352/,https://io.google/2022/data/phase3/1351e983-465f-4b32-99e0-de0647240352.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Implementing Android apps for all screen sizes,"Building an app with Jetpack Compose for all screen sizes with navigation, state and testing.",Beginner,Android,
https://io.google/2022/program/a55aec14-5bda-47e0-b259-7a1f7bb366b8/,https://io.google/2022/data/phase3/a55aec14-5bda-47e0-b259-7a1f7bb366b8.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Input for all screens,"Uncover best practices that allow users across phones, foldables, tablets, and ChromeOS to interact with your app.",Intermediate,Android,
https://io.google/2022/program/8ce65f83-01b3-4fcb-aa84-12dbcc0cc708/,https://io.google/2022/data/phase3/8ce65f83-01b3-4fcb-aa84-12dbcc0cc708.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Integrate Firebase into your team's development workflow,Use Firebase tooling with Github Actions to ensure everyone on your team can take an idea from prototype to production.,Intermediate,Firebase,
https://io.google/2022/program/33ca1afa-36ba-4f50-b016-0e5c3a3bf063/,https://io.google/2022/data/phase3/33ca1afa-36ba-4f50-b016-0e5c3a3bf063.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Introducing Google's Accessible Design Framework,Check out Google's new framework for baking accessibility into design and development. Learn UX design and semantics.,Intermediate,A11y,
https://io.google/2022/program/d7b6d22e-59a4-4e6b-a49d-3116ee57dcc3/,https://io.google/2022/data/phase3/d7b6d22e-59a4-4e6b-a49d-3116ee57dcc3.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Introduction to counter-abuse technology at Google,Learn how Google approaches the problem of abuse and develops state-of-the-art protections to help users stay safe.,Beginner,Google Play,+ 2 more
https://io.google/2022/program/14bb63ef-2dd1-460a-9871-5f51ec1afec9/,https://io.google/2022/data/phase3/14bb63ef-2dd1-460a-9871-5f51ec1afec9.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Lazy layouts in Compose,A simple and performant way of creating scrolling lists in Compose: Add content on demand with fewer lines of code.,Intermediate,Android,
https://io.google/2022/program/5b2df2ff-fc08-4a61-89e7-88731938b010/,https://io.google/2022/data/phase3/5b2df2ff-fc08-4a61-89e7-88731938b010.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Learn how to enable shared experiences across platforms,"Explore how to enable shared experiences across platforms (Android, iOS, web).",Intermediate,Cloud,+ 2 more
https://io.google/2022/program/37d23599-8646-4d01-be80-4f4ea381e716/,https://io.google/2022/data/phase3/37d23599-8646-4d01-be80-4f4ea381e716.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Learn to refactor Cloud applications in Go 1.18 with Generics,Generics are the most significant change to Go since the release of Go 1. Learn when and how to use generics in Go 1.18.,Intermediate,Cloud,
https://io.google/2022/program/38c804de-d8dc-4ea3-b73e-f6bf21672c0c/,https://io.google/2022/data/phase3/38c804de-d8dc-4ea3-b73e-f6bf21672c0c.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Let’s get personal: Designing accessibility for individuals,Learn how and why Material Design’s latest features enable personalized approaches for accessible design.,Beginner,Design,
https://io.google/2022/program/fc42307b-3b0f-4925-bfea-99499ba08088/,https://io.google/2022/data/phase3/fc42307b-3b0f-4925-bfea-99499ba08088.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Location-based AR experiences,Learn more about building location-based AR experiences at world scale.,Intermediate,Location/Maps,
https://io.google/2022/program/9ab90ba7-43df-4b67-af65-046a21ba3647/,https://io.google/2022/data/phase3/9ab90ba7-43df-4b67-af65-046a21ba3647.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Machine learning for developers in a hurry,"Would you like add ML to your app in a hurry? Learn about the fastest, easiest-to-use ML tools and how to use them.",Advanced,,
https://io.google/2022/program/61b7f2f1-7e0c-4284-a3f6-2acdc996c32a/,https://io.google/2022/data/phase3/61b7f2f1-7e0c-4284-a3f6-2acdc996c32a.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Making smart IoT devices with TensorFlow Lite and Raspberry Pi,AI & ML on a Raspberry PI. Get hands on with object detection and sound classification with standard and custom models.,Beginner,,
https://io.google/2022/program/a8a9892b-ae1d-4078-a818-2ff0b674a12b/,https://io.google/2022/data/phase3/a8a9892b-ae1d-4078-a818-2ff0b674a12b.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Making the most of PWA install,This talk walks you through the existing tools in PWAs to create enhanced experiences after installation.,Intermediate,Web,
https://io.google/2022/program/477adf14-7c6d-4710-9f19-b127421a396c/,https://io.google/2022/data/phase3/477adf14-7c6d-4710-9f19-b127421a396c.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Managing background work on Android,Learn about changes to Android background work and discover best practices for managing it.,Intermediate,Android,
https://io.google/2022/program/e7246617-cb14-4ca5-bdd3-20d974e5703c/,https://io.google/2022/data/phase3/e7246617-cb14-4ca5-bdd3-20d974e5703c.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Meet your business objectives with automation in Google Analytics 4,Meet your business objectives with automation in Google Analytics 4.,Intermediate,Ads,
https://io.google/2022/program/1982be06-2df2-4b42-959a-2cb419398480/,https://io.google/2022/data/phase3/1982be06-2df2-4b42-959a-2cb419398480.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Modern Angular deployment with Google Cloud,Deploy your Angular applications with server-side and hybrid rendering to Google Cloud Platform.,Intermediate,Cloud,+ 2 more
https://io.google/2022/program/4b4e3ec7-9de0-468f-82f0-0603e11c0a14/,https://io.google/2022/data/phase3/4b4e3ec7-9de0-468f-82f0-0603e11c0a14.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Monitoring your app's stability with Firebase Crashlytics,Monitoring your app's stability with Firebase Crashlytics,Beginner,Firebase,
https://io.google/2022/program/2d35bc51-fef8-4f4f-830f-0dba6d30e592/,https://io.google/2022/data/phase3/2d35bc51-fef8-4f4f-830f-0dba6d30e592.webp,"Day 2, 9:00AM PDT", 9:00AM PDT,Day 2,Multi-device development,Learn how to build your own multi-device experiences with tools from Google.,Intermediate,Android,
